repo,username,issue_num,title,body,prediction,probability,likes,dislikes,prediction_type,logs,threshold,labeled
anonymous,anonymous,24,Bose Soundtouch: Not able to update notification through PaperUI,"Hi,    for my Bose Soundtouch speaker, I can see the notification channel in the PaperUI Control panel, but I am not able to set a value, even though I should be able to send a URL to the speaker:  ![grafik](https://user-images.githubusercontent.com/3878009/46371438-a6bc2480-c688-11e8-88d9-33a76ccf8132.png)    Shouldn't I be able to set a string value? The channel is not marked as readonly in the channels.xml.    Any idea what could be wrong?",design,0.239359349,6,0,people approved,,0.790000022,0
anonymous,anonymous,24,Bose Soundtouch: Not able to update notification through PaperUI,"Hi,    for my Bose Soundtouch speaker, I can see the notification channel in the PaperUI Control panel, but I am not able to set a value, even though I should be able to send a URL to the speaker:  ![grafik](https://user-images.githubusercontent.com/3878009/46371438-a6bc2480-c688-11e8-88d9-33a76ccf8132.png)    Shouldn't I be able to set a string value? The channel is not marked as readonly in the channels.xml.    Any idea what could be wrong?",server,0.000814086,6,0,people approved,,0.800000012,0
anonymous,anonymous,24,Bose Soundtouch: Not able to update notification through PaperUI,"Hi,    for my Bose Soundtouch speaker, I can see the notification channel in the PaperUI Control panel, but I am not able to set a value, even though I should be able to send a URL to the speaker:  ![grafik](https://user-images.githubusercontent.com/3878009/46371438-a6bc2480-c688-11e8-88d9-33a76ccf8132.png)    Shouldn't I be able to set a string value? The channel is not marked as readonly in the channels.xml.    Any idea what could be wrong?",document,0.000765406,6,0,people approved,,0.610000014,0
anonymous,anonymous,24,Bose Soundtouch: Not able to update notification through PaperUI,"Hi,    for my Bose Soundtouch speaker, I can see the notification channel in the PaperUI Control panel, but I am not able to set a value, even though I should be able to send a URL to the speaker:  ![grafik](https://user-images.githubusercontent.com/3878009/46371438-a6bc2480-c688-11e8-88d9-33a76ccf8132.png)    Shouldn't I be able to set a string value? The channel is not marked as readonly in the channels.xml.    Any idea what could be wrong?",security,0.00001,6,0,people approved,,0.819999993,0
anonymous,anonymous,24,Bose Soundtouch: Not able to update notification through PaperUI,"Hi,    for my Bose Soundtouch speaker, I can see the notification channel in the PaperUI Control panel, but I am not able to set a value, even though I should be able to send a URL to the speaker:  ![grafik](https://user-images.githubusercontent.com/3878009/46371438-a6bc2480-c688-11e8-88d9-33a76ccf8132.png)    Shouldn't I be able to set a string value? The channel is not marked as readonly in the channels.xml.    Any idea what could be wrong?",database,0.00001,6,0,people approved,,0.419999987,0
anonymous,anonymous,24,Bose Soundtouch: Not able to update notification through PaperUI,"Hi,    for my Bose Soundtouch speaker, I can see the notification channel in the PaperUI Control panel, but I am not able to set a value, even though I should be able to send a URL to the speaker:  ![grafik](https://user-images.githubusercontent.com/3878009/46371438-a6bc2480-c688-11e8-88d9-33a76ccf8132.png)    Shouldn't I be able to set a string value? The channel is not marked as readonly in the channels.xml.    Any idea what could be wrong?",performance,0.00001,6,0,people approved,,0.330000013,0
anonymous,anonymous,24,Bose Soundtouch: Not able to update notification through PaperUI,"Hi,    for my Bose Soundtouch speaker, I can see the notification channel in the PaperUI Control panel, but I am not able to set a value, even though I should be able to send a URL to the speaker:  ![grafik](https://user-images.githubusercontent.com/3878009/46371438-a6bc2480-c688-11e8-88d9-33a76ccf8132.png)    Shouldn't I be able to set a string value? The channel is not marked as readonly in the channels.xml.    Any idea what could be wrong?",client,0.00001,6,0,people approved,,0.689999998,0
anonymous,anonymous,25,Investigate break generation issue,Haven't reproduced but the broad scenario seems to be:    - Multiple break categories  - Teams excluded from higher priority breaks also able to break lower    In the case the excluded teams don't seem to be re-included in the lower priority category,bug,1.000010014,4,0,people approved,,0.939999998,1
anonymous,anonymous,25,Investigate break generation issue,Haven't reproduced but the broad scenario seems to be:    - Multiple break categories  - Teams excluded from higher priority breaks also able to break lower    In the case the excluded teams don't seem to be re-included in the lower priority category,design,0.021625334,3,1,manually labeled,,0.790000022,0
anonymous,anonymous,25,Investigate break generation issue,Haven't reproduced but the broad scenario seems to be:    - Multiple break categories  - Teams excluded from higher priority breaks also able to break lower    In the case the excluded teams don't seem to be re-included in the lower priority category,client,0.020974241,3,0,people approved,,0.689999998,0
anonymous,anonymous,25,Investigate break generation issue,Haven't reproduced but the broad scenario seems to be:    - Multiple break categories  - Teams excluded from higher priority breaks also able to break lower    In the case the excluded teams don't seem to be re-included in the lower priority category,question,0.020342352,3,0,people approved,,0.550000012,0
anonymous,anonymous,25,Investigate break generation issue,Haven't reproduced but the broad scenario seems to be:    - Multiple break categories  - Teams excluded from higher priority breaks also able to break lower    In the case the excluded teams don't seem to be re-included in the lower priority category,performance,0.004765199,3,0,people approved,,0.330000013,0
anonymous,anonymous,25,Investigate break generation issue,Haven't reproduced but the broad scenario seems to be:    - Multiple break categories  - Teams excluded from higher priority breaks also able to break lower    In the case the excluded teams don't seem to be re-included in the lower priority category,server,0.003717253,3,0,people approved,,0.800000012,0
anonymous,anonymous,25,Investigate break generation issue,Haven't reproduced but the broad scenario seems to be:    - Multiple break categories  - Teams excluded from higher priority breaks also able to break lower    In the case the excluded teams don't seem to be re-included in the lower priority category,ui,0.00289958,3,0,people approved,,0.639999986,0
anonymous,anonymous,25,Investigate break generation issue,Haven't reproduced but the broad scenario seems to be:    - Multiple break categories  - Teams excluded from higher priority breaks also able to break lower    In the case the excluded teams don't seem to be re-included in the lower priority category,document,0.001558761,3,0,people approved,,0.610000014,0
anonymous,anonymous,25,Investigate break generation issue,Haven't reproduced but the broad scenario seems to be:    - Multiple break categories  - Teams excluded from higher priority breaks also able to break lower    In the case the excluded teams don't seem to be re-included in the lower priority category,enhancement,0.000697851,3,0,people approved,,0.939999998,0
anonymous,anonymous,25,Investigate break generation issue,Haven't reproduced but the broad scenario seems to be:    - Multiple break categories  - Teams excluded from higher priority breaks also able to break lower    In the case the excluded teams don't seem to be re-included in the lower priority category,security,0.00001,3,0,people approved,,0.819999993,0
anonymous,anonymous,25,Investigate break generation issue,Haven't reproduced but the broad scenario seems to be:    - Multiple break categories  - Teams excluded from higher priority breaks also able to break lower    In the case the excluded teams don't seem to be re-included in the lower priority category,database,0.00001,3,0,people approved,,0.419999987,0
anonymous,anonymous,26,Angular 4.2.3 compability,"When I try to use 1.1.5 version of your package I got:_ ERROR in Error: Metadata version mismatch   for module   .../node_modules/@rxweb/reactive-form-validators/rxweb-reactive-form-validators.d.ts,   found version 4, expected 3, resolving symbol UiModule in   <path-to-my-app>/src/app/ui/ui.module.ts, resolving symbol UiModule in   <path-to-my-app>/src/app/ui/ui.module.ts ...___ Can you point what can be wrong. Is it   really incompatible with ng4?_ ps.   RxReactiveFormsModule is exported from submodule but when I import it   directly in the AppRootModule it works.
-",ui,1.000010014,3,4,people disapproved,,0.639999986,1
anonymous,anonymous,26,Angular 4.2.3 compability,"When I try to use 1.1.5 version of your package I got:_ ERROR in Error: Metadata version mismatch   for module   .../node_modules/@rxweb/reactive-form-validators/rxweb-reactive-form-validators.d.ts,   found version 4, expected 3, resolving symbol UiModule in   <path-to-my-app>/src/app/ui/ui.module.ts, resolving symbol UiModule in   <path-to-my-app>/src/app/ui/ui.module.ts ...___ Can you point what can be wrong. Is it   really incompatible with ng4?_ ps.   RxReactiveFormsModule is exported from submodule but when I import it   directly in the AppRootModule it works.
-",bug,1.000010014,7,0,people approved,,0.939999998,1
anonymous,anonymous,26,Angular 4.2.3 compability,"When I try to use 1.1.5 version of your package I got:_ ERROR in Error: Metadata version mismatch   for module   .../node_modules/@rxweb/reactive-form-validators/rxweb-reactive-form-validators.d.ts,   found version 4, expected 3, resolving symbol UiModule in   <path-to-my-app>/src/app/ui/ui.module.ts, resolving symbol UiModule in   <path-to-my-app>/src/app/ui/ui.module.ts ...___ Can you point what can be wrong. Is it   really incompatible with ng4?_ ps.   RxReactiveFormsModule is exported from submodule but when I import it   directly in the AppRootModule it works.
-",enhancement,0.847977758,5,1,people approved,,0.939999998,0
anonymous,anonymous,26,Angular 4.2.3 compability,"When I try to use 1.1.5 version of your package I got:_ ERROR in Error: Metadata version mismatch   for module   .../node_modules/@rxweb/reactive-form-validators/rxweb-reactive-form-validators.d.ts,   found version 4, expected 3, resolving symbol UiModule in   <path-to-my-app>/src/app/ui/ui.module.ts, resolving symbol UiModule in   <path-to-my-app>/src/app/ui/ui.module.ts ...___ Can you point what can be wrong. Is it   really incompatible with ng4?_ ps.   RxReactiveFormsModule is exported from submodule but when I import it   directly in the AppRootModule it works.
-",client,0.370235384,5,1,people approved,,0.689999998,0
anonymous,anonymous,26,Angular 4.2.3 compability,"When I try to use 1.1.5 version of your package I got:_ ERROR in Error: Metadata version mismatch   for module   .../node_modules/@rxweb/reactive-form-validators/rxweb-reactive-form-validators.d.ts,   found version 4, expected 3, resolving symbol UiModule in   <path-to-my-app>/src/app/ui/ui.module.ts, resolving symbol UiModule in   <path-to-my-app>/src/app/ui/ui.module.ts ...___ Can you point what can be wrong. Is it   really incompatible with ng4?_ ps.   RxReactiveFormsModule is exported from submodule but when I import it   directly in the AppRootModule it works.
-",question,0.206904054,3,2,people approved,,0.550000012,0
anonymous,anonymous,26,Angular 4.2.3 compability,"When I try to use 1.1.5 version of your package I got:_ ERROR in Error: Metadata version mismatch   for module   .../node_modules/@rxweb/reactive-form-validators/rxweb-reactive-form-validators.d.ts,   found version 4, expected 3, resolving symbol UiModule in   <path-to-my-app>/src/app/ui/ui.module.ts, resolving symbol UiModule in   <path-to-my-app>/src/app/ui/ui.module.ts ...___ Can you point what can be wrong. Is it   really incompatible with ng4?_ ps.   RxReactiveFormsModule is exported from submodule but when I import it   directly in the AppRootModule it works.
-",design,0.112805411,6,0,people approved,,0.790000022,0
anonymous,anonymous,26,Angular 4.2.3 compability,"When I try to use 1.1.5 version of your package I got:_ ERROR in Error: Metadata version mismatch   for module   .../node_modules/@rxweb/reactive-form-validators/rxweb-reactive-form-validators.d.ts,   found version 4, expected 3, resolving symbol UiModule in   <path-to-my-app>/src/app/ui/ui.module.ts, resolving symbol UiModule in   <path-to-my-app>/src/app/ui/ui.module.ts ...___ Can you point what can be wrong. Is it   really incompatible with ng4?_ ps.   RxReactiveFormsModule is exported from submodule but when I import it   directly in the AppRootModule it works.
-",document,0.004915406,5,0,people approved,,0.610000014,0
anonymous,anonymous,26,Angular 4.2.3 compability,"When I try to use 1.1.5 version of your package I got:_ ERROR in Error: Metadata version mismatch   for module   .../node_modules/@rxweb/reactive-form-validators/rxweb-reactive-form-validators.d.ts,   found version 4, expected 3, resolving symbol UiModule in   <path-to-my-app>/src/app/ui/ui.module.ts, resolving symbol UiModule in   <path-to-my-app>/src/app/ui/ui.module.ts ...___ Can you point what can be wrong. Is it   really incompatible with ng4?_ ps.   RxReactiveFormsModule is exported from submodule but when I import it   directly in the AppRootModule it works.
-",server,0.002641675,6,0,people approved,,0.800000012,0
anonymous,anonymous,26,Angular 4.2.3 compability,"When I try to use 1.1.5 version of your package I got:_ ERROR in Error: Metadata version mismatch   for module   .../node_modules/@rxweb/reactive-form-validators/rxweb-reactive-form-validators.d.ts,   found version 4, expected 3, resolving symbol UiModule in   <path-to-my-app>/src/app/ui/ui.module.ts, resolving symbol UiModule in   <path-to-my-app>/src/app/ui/ui.module.ts ...___ Can you point what can be wrong. Is it   really incompatible with ng4?_ ps.   RxReactiveFormsModule is exported from submodule but when I import it   directly in the AppRootModule it works.
-",security,0.00001,6,0,people approved,,0.819999993,0
anonymous,anonymous,26,Angular 4.2.3 compability,"When I try to use 1.1.5 version of your package I got:_ ERROR in Error: Metadata version mismatch   for module   .../node_modules/@rxweb/reactive-form-validators/rxweb-reactive-form-validators.d.ts,   found version 4, expected 3, resolving symbol UiModule in   <path-to-my-app>/src/app/ui/ui.module.ts, resolving symbol UiModule in   <path-to-my-app>/src/app/ui/ui.module.ts ...___ Can you point what can be wrong. Is it   really incompatible with ng4?_ ps.   RxReactiveFormsModule is exported from submodule but when I import it   directly in the AppRootModule it works.
-",database,0.00001,5,0,people approved,,0.419999987,0
anonymous,anonymous,26,Angular 4.2.3 compability,"When I try to use 1.1.5 version of your package I got:_ ERROR in Error: Metadata version mismatch   for module   .../node_modules/@rxweb/reactive-form-validators/rxweb-reactive-form-validators.d.ts,   found version 4, expected 3, resolving symbol UiModule in   <path-to-my-app>/src/app/ui/ui.module.ts, resolving symbol UiModule in   <path-to-my-app>/src/app/ui/ui.module.ts ...___ Can you point what can be wrong. Is it   really incompatible with ng4?_ ps.   RxReactiveFormsModule is exported from submodule but when I import it   directly in the AppRootModule it works.
-",performance,0.00001,6,0,people approved,,0.330000013,0
anonymous,anonymous,27,Add a Menu stack in Game,"Submenus will push onto the stack, leaving a menu will pop it. This will draw the menu on top of the stack. Possible expansions: tabbed menus, master/detail views, other fancy types of menus stolen from XCode.",ui,1.000010014,4,0,people approved,,0.639999986,1
anonymous,anonymous,27,Add a Menu stack in Game,"Submenus will push onto the stack, leaving a menu will pop it. This will draw the menu on top of the stack. Possible expansions: tabbed menus, master/detail views, other fancy types of menus stolen from XCode.",enhancement,1.000010014,4,0,people approved,,0.939999998,1
anonymous,anonymous,27,Add a Menu stack in Game,"Submenus will push onto the stack, leaving a menu will pop it. This will draw the menu on top of the stack. Possible expansions: tabbed menus, master/detail views, other fancy types of menus stolen from XCode.",client,0.997686863,2,1,people approved,,0.689999998,1
anonymous,anonymous,27,Add a Menu stack in Game,"Submenus will push onto the stack, leaving a menu will pop it. This will draw the menu on top of the stack. Possible expansions: tabbed menus, master/detail views, other fancy types of menus stolen from XCode.",design,0.712242186,2,0,people approved,,0.790000022,0
anonymous,anonymous,27,Add a Menu stack in Game,"Submenus will push onto the stack, leaving a menu will pop it. This will draw the menu on top of the stack. Possible expansions: tabbed menus, master/detail views, other fancy types of menus stolen from XCode.",bug,0.370235384,3,0,people approved,,0.939999998,0
anonymous,anonymous,27,Add a Menu stack in Game,"Submenus will push onto the stack, leaving a menu will pop it. This will draw the menu on top of the stack. Possible expansions: tabbed menus, master/detail views, other fancy types of menus stolen from XCode.",question,0.003283065,3,0,people approved,,0.550000012,0
anonymous,anonymous,27,Add a Menu stack in Game,"Submenus will push onto the stack, leaving a menu will pop it. This will draw the menu on top of the stack. Possible expansions: tabbed menus, master/detail views, other fancy types of menus stolen from XCode.",server,0.001658483,3,0,people approved,,0.800000012,0
anonymous,anonymous,27,Add a Menu stack in Game,"Submenus will push onto the stack, leaving a menu will pop it. This will draw the menu on top of the stack. Possible expansions: tabbed menus, master/detail views, other fancy types of menus stolen from XCode.",security,0.00001,3,0,people approved,,0.819999993,0
anonymous,anonymous,27,Add a Menu stack in Game,"Submenus will push onto the stack, leaving a menu will pop it. This will draw the menu on top of the stack. Possible expansions: tabbed menus, master/detail views, other fancy types of menus stolen from XCode.",database,0.00001,3,0,people approved,,0.419999987,0
anonymous,anonymous,27,Add a Menu stack in Game,"Submenus will push onto the stack, leaving a menu will pop it. This will draw the menu on top of the stack. Possible expansions: tabbed menus, master/detail views, other fancy types of menus stolen from XCode.",performance,0.00001,3,0,people approved,,0.330000013,0
anonymous,anonymous,27,Add a Menu stack in Game,"Submenus will push onto the stack, leaving a menu will pop it. This will draw the menu on top of the stack. Possible expansions: tabbed menus, master/detail views, other fancy types of menus stolen from XCode.",document,0.00001,3,0,people approved,,0.610000014,0
anonymous,anonymous,28,Add Custom Checkbox column in listview (not showSelectCheckboxUA),"I would like to have a column of checkboxes in the listview.  I tried using ""showSelectCheckboxUA"" and it works, but I need to avoid ""unselect all"" on a filename selection in the listview.  I try to explain better my need.  When the user check the checkbox for a series of files I will display the files-content on a map. While on dblclick on one filename I will open the details of that particular file only.   So when dblclick on a file I do not want to uncheck all those checked.  Hope it is clear.    thanks for your help.",ui,1.000010014,8,0,people approved,,0.639999986,1
anonymous,anonymous,28,Add Custom Checkbox column in listview (not showSelectCheckboxUA),"I would like to have a column of checkboxes in the listview.  I tried using ""showSelectCheckboxUA"" and it works, but I need to avoid ""unselect all"" on a filename selection in the listview.  I try to explain better my need.  When the user check the checkbox for a series of files I will display the files-content on a map. While on dblclick on one filename I will open the details of that particular file only.   So when dblclick on a file I do not want to uncheck all those checked.  Hope it is clear.    thanks for your help.",bug,0.994455099,0,8,people disapproved,,0.939999998,1
anonymous,anonymous,28,Add Custom Checkbox column in listview (not showSelectCheckboxUA),"I would like to have a column of checkboxes in the listview.  I tried using ""showSelectCheckboxUA"" and it works, but I need to avoid ""unselect all"" on a filename selection in the listview.  I try to explain better my need.  When the user check the checkbox for a series of files I will display the files-content on a map. While on dblclick on one filename I will open the details of that particular file only.   So when dblclick on a file I do not want to uncheck all those checked.  Hope it is clear.    thanks for your help.",client,0.974052668,2,5,people disapproved,,0.689999998,1
anonymous,anonymous,28,Add Custom Checkbox column in listview (not showSelectCheckboxUA),"I would like to have a column of checkboxes in the listview.  I tried using ""showSelectCheckboxUA"" and it works, but I need to avoid ""unselect all"" on a filename selection in the listview.  I try to explain better my need.  When the user check the checkbox for a series of files I will display the files-content on a map. While on dblclick on one filename I will open the details of that particular file only.   So when dblclick on a file I do not want to uncheck all those checked.  Hope it is clear.    thanks for your help.",enhancement,0.04604391,4,2,people approved,,0.939999998,0
anonymous,anonymous,28,Add Custom Checkbox column in listview (not showSelectCheckboxUA),"I would like to have a column of checkboxes in the listview.  I tried using ""showSelectCheckboxUA"" and it works, but I need to avoid ""unselect all"" on a filename selection in the listview.  I try to explain better my need.  When the user check the checkbox for a series of files I will display the files-content on a map. While on dblclick on one filename I will open the details of that particular file only.   So when dblclick on a file I do not want to uncheck all those checked.  Hope it is clear.    thanks for your help.",question,0.031153826,2,5,people disapproved,,0.550000012,0
anonymous,anonymous,28,Add Custom Checkbox column in listview (not showSelectCheckboxUA),"I would like to have a column of checkboxes in the listview.  I tried using ""showSelectCheckboxUA"" and it works, but I need to avoid ""unselect all"" on a filename selection in the listview.  I try to explain better my need.  When the user check the checkbox for a series of files I will display the files-content on a map. While on dblclick on one filename I will open the details of that particular file only.   So when dblclick on a file I do not want to uncheck all those checked.  Hope it is clear.    thanks for your help.",database,0.010662511,7,0,people approved,,0.419999987,0
anonymous,anonymous,28,Add Custom Checkbox column in listview (not showSelectCheckboxUA),"I would like to have a column of checkboxes in the listview.  I tried using ""showSelectCheckboxUA"" and it works, but I need to avoid ""unselect all"" on a filename selection in the listview.  I try to explain better my need.  When the user check the checkbox for a series of files I will display the files-content on a map. While on dblclick on one filename I will open the details of that particular file only.   So when dblclick on a file I do not want to uncheck all those checked.  Hope it is clear.    thanks for your help.",document,0.002991033,7,0,people approved,,0.610000014,0
anonymous,anonymous,28,Add Custom Checkbox column in listview (not showSelectCheckboxUA),"I would like to have a column of checkboxes in the listview.  I tried using ""showSelectCheckboxUA"" and it works, but I need to avoid ""unselect all"" on a filename selection in the listview.  I try to explain better my need.  When the user check the checkbox for a series of files I will display the files-content on a map. While on dblclick on one filename I will open the details of that particular file only.   So when dblclick on a file I do not want to uncheck all those checked.  Hope it is clear.    thanks for your help.",security,0.002482623,7,0,people approved,,0.819999993,0
anonymous,anonymous,28,Add Custom Checkbox column in listview (not showSelectCheckboxUA),"I would like to have a column of checkboxes in the listview.  I tried using ""showSelectCheckboxUA"" and it works, but I need to avoid ""unselect all"" on a filename selection in the listview.  I try to explain better my need.  When the user check the checkbox for a series of files I will display the files-content on a map. While on dblclick on one filename I will open the details of that particular file only.   So when dblclick on a file I do not want to uncheck all those checked.  Hope it is clear.    thanks for your help.",design,0.002333162,7,0,people approved,,0.790000022,0
anonymous,anonymous,28,Add Custom Checkbox column in listview (not showSelectCheckboxUA),"I would like to have a column of checkboxes in the listview.  I tried using ""showSelectCheckboxUA"" and it works, but I need to avoid ""unselect all"" on a filename selection in the listview.  I try to explain better my need.  When the user check the checkbox for a series of files I will display the files-content on a map. While on dblclick on one filename I will open the details of that particular file only.   So when dblclick on a file I do not want to uncheck all those checked.  Hope it is clear.    thanks for your help.",server,0.000598409,7,0,people approved,,0.800000012,0
anonymous,anonymous,28,Add Custom Checkbox column in listview (not showSelectCheckboxUA),"I would like to have a column of checkboxes in the listview.  I tried using ""showSelectCheckboxUA"" and it works, but I need to avoid ""unselect all"" on a filename selection in the listview.  I try to explain better my need.  When the user check the checkbox for a series of files I will display the files-content on a map. While on dblclick on one filename I will open the details of that particular file only.   So when dblclick on a file I do not want to uncheck all those checked.  Hope it is clear.    thanks for your help.",performance,0.00001,7,0,people approved,,0.330000013,0
anonymous,anonymous,29,Move to Redux for option management,Quite bit change.     Move away from custom option manager to Redux.    - https://docs.reduxframework.com/core/getting-started/  - https://docs.reduxframework.com/core/advanced/embedding-redux-into-your-theme-or-plugin/    Should:   - [ ] include Redux together with plugin   - [ ] migrate current options to new way of handling options  - [ ] test in new testing website,enhancement,1.000010014,8,0,people approved,,0.939999998,1
anonymous,anonymous,29,Move to Redux for option management,Quite bit change.     Move away from custom option manager to Redux.    - https://docs.reduxframework.com/core/getting-started/  - https://docs.reduxframework.com/core/advanced/embedding-redux-into-your-theme-or-plugin/    Should:   - [ ] include Redux together with plugin   - [ ] migrate current options to new way of handling options  - [ ] test in new testing website,design,0.998554945,0,8,people disapproved,,0.790000022,1
anonymous,anonymous,29,Move to Redux for option management,Quite bit change.     Move away from custom option manager to Redux.    - https://docs.reduxframework.com/core/getting-started/  - https://docs.reduxframework.com/core/advanced/embedding-redux-into-your-theme-or-plugin/    Should:   - [ ] include Redux together with plugin   - [ ] migrate current options to new way of handling options  - [ ] test in new testing website,client,0.665420592,4,1,people approved,,0.689999998,0
anonymous,anonymous,29,Move to Redux for option management,Quite bit change.     Move away from custom option manager to Redux.    - https://docs.reduxframework.com/core/getting-started/  - https://docs.reduxframework.com/core/advanced/embedding-redux-into-your-theme-or-plugin/    Should:   - [ ] include Redux together with plugin   - [ ] migrate current options to new way of handling options  - [ ] test in new testing website,server,0.148057193,5,0,people approved,,0.800000012,0
anonymous,anonymous,29,Move to Redux for option management,Quite bit change.     Move away from custom option manager to Redux.    - https://docs.reduxframework.com/core/getting-started/  - https://docs.reduxframework.com/core/advanced/embedding-redux-into-your-theme-or-plugin/    Should:   - [ ] include Redux together with plugin   - [ ] migrate current options to new way of handling options  - [ ] test in new testing website,question,0.015434556,7,0,people approved,,0.550000012,0
anonymous,anonymous,29,Move to Redux for option management,Quite bit change.     Move away from custom option manager to Redux.    - https://docs.reduxframework.com/core/getting-started/  - https://docs.reduxframework.com/core/advanced/embedding-redux-into-your-theme-or-plugin/    Should:   - [ ] include Redux together with plugin   - [ ] migrate current options to new way of handling options  - [ ] test in new testing website,ui,0.008857356,6,1,people approved,,0.639999986,0
anonymous,anonymous,29,Move to Redux for option management,Quite bit change.     Move away from custom option manager to Redux.    - https://docs.reduxframework.com/core/getting-started/  - https://docs.reduxframework.com/core/advanced/embedding-redux-into-your-theme-or-plugin/    Should:   - [ ] include Redux together with plugin   - [ ] migrate current options to new way of handling options  - [ ] test in new testing website,bug,0.004080138,7,0,people approved,,0.939999998,0
anonymous,anonymous,29,Move to Redux for option management,Quite bit change.     Move away from custom option manager to Redux.    - https://docs.reduxframework.com/core/getting-started/  - https://docs.reduxframework.com/core/advanced/embedding-redux-into-your-theme-or-plugin/    Should:   - [ ] include Redux together with plugin   - [ ] migrate current options to new way of handling options  - [ ] test in new testing website,security,0.00001,7,0,people approved,,0.819999993,0
anonymous,anonymous,29,Move to Redux for option management,Quite bit change.     Move away from custom option manager to Redux.    - https://docs.reduxframework.com/core/getting-started/  - https://docs.reduxframework.com/core/advanced/embedding-redux-into-your-theme-or-plugin/    Should:   - [ ] include Redux together with plugin   - [ ] migrate current options to new way of handling options  - [ ] test in new testing website,database,0.00001,7,0,people approved,,0.419999987,0
anonymous,anonymous,29,Move to Redux for option management,Quite bit change.     Move away from custom option manager to Redux.    - https://docs.reduxframework.com/core/getting-started/  - https://docs.reduxframework.com/core/advanced/embedding-redux-into-your-theme-or-plugin/    Should:   - [ ] include Redux together with plugin   - [ ] migrate current options to new way of handling options  - [ ] test in new testing website,performance,0.00001,7,0,people approved,,0.330000013,0
anonymous,anonymous,29,Move to Redux for option management,Quite bit change.     Move away from custom option manager to Redux.    - https://docs.reduxframework.com/core/getting-started/  - https://docs.reduxframework.com/core/advanced/embedding-redux-into-your-theme-or-plugin/    Should:   - [ ] include Redux together with plugin   - [ ] migrate current options to new way of handling options  - [ ] test in new testing website,document,0.00001,7,0,people approved,,0.610000014,0
anonymous,anonymous,30,swap {section} loops for {foreach} loops,currently i rely on ADOdb adding indexed version of associative arrays in the same return. This is not needed if I use {foreach} loops as these do not depend on indexes.    Is there any advantage/disadvantage for doing the swap. check with smarty forum.    Off the top of my head I think this would be better becasue ti removes some complexity. I can also use a different database system if required a lot easier.,enhancement,1.000010014,3,5,people disapproved,,0.939999998,1
anonymous,anonymous,30,swap {section} loops for {foreach} loops,currently i rely on ADOdb adding indexed version of associative arrays in the same return. This is not needed if I use {foreach} loops as these do not depend on indexes.    Is there any advantage/disadvantage for doing the swap. check with smarty forum.    Off the top of my head I think this would be better becasue ti removes some complexity. I can also use a different database system if required a lot easier.,database,1.000010014,7,1,people approved,,0.419999987,1
anonymous,anonymous,30,swap {section} loops for {foreach} loops,currently i rely on ADOdb adding indexed version of associative arrays in the same return. This is not needed if I use {foreach} loops as these do not depend on indexes.    Is there any advantage/disadvantage for doing the swap. check with smarty forum.    Off the top of my head I think this would be better becasue ti removes some complexity. I can also use a different database system if required a lot easier.,question,0.977032661,8,0,people approved,,0.550000012,1
anonymous,anonymous,30,swap {section} loops for {foreach} loops,currently i rely on ADOdb adding indexed version of associative arrays in the same return. This is not needed if I use {foreach} loops as these do not depend on indexes.    Is there any advantage/disadvantage for doing the swap. check with smarty forum.    Off the top of my head I think this would be better becasue ti removes some complexity. I can also use a different database system if required a lot easier.,bug,0.924151838,6,1,people approved,,0.939999998,0
anonymous,anonymous,30,swap {section} loops for {foreach} loops,currently i rely on ADOdb adding indexed version of associative arrays in the same return. This is not needed if I use {foreach} loops as these do not depend on indexes.    Is there any advantage/disadvantage for doing the swap. check with smarty forum.    Off the top of my head I think this would be better becasue ti removes some complexity. I can also use a different database system if required a lot easier.,performance,0.334599465,2,5,people disapproved,,0.330000013,1
anonymous,anonymous,30,swap {section} loops for {foreach} loops,currently i rely on ADOdb adding indexed version of associative arrays in the same return. This is not needed if I use {foreach} loops as these do not depend on indexes.    Is there any advantage/disadvantage for doing the swap. check with smarty forum.    Off the top of my head I think this would be better becasue ti removes some complexity. I can also use a different database system if required a lot easier.,design,0.268951446,7,0,people approved,,0.790000022,0
anonymous,anonymous,30,swap {section} loops for {foreach} loops,currently i rely on ADOdb adding indexed version of associative arrays in the same return. This is not needed if I use {foreach} loops as these do not depend on indexes.    Is there any advantage/disadvantage for doing the swap. check with smarty forum.    Off the top of my head I think this would be better becasue ti removes some complexity. I can also use a different database system if required a lot easier.,server,0.010662511,7,0,people approved,,0.800000012,0
anonymous,anonymous,30,swap {section} loops for {foreach} loops,currently i rely on ADOdb adding indexed version of associative arrays in the same return. This is not needed if I use {foreach} loops as these do not depend on indexes.    Is there any advantage/disadvantage for doing the swap. check with smarty forum.    Off the top of my head I think this would be better becasue ti removes some complexity. I can also use a different database system if required a lot easier.,document,0.001820211,7,0,people approved,,0.610000014,0
anonymous,anonymous,30,swap {section} loops for {foreach} loops,currently i rely on ADOdb adding indexed version of associative arrays in the same return. This is not needed if I use {foreach} loops as these do not depend on indexes.    Is there any advantage/disadvantage for doing the swap. check with smarty forum.    Off the top of my head I think this would be better becasue ti removes some complexity. I can also use a different database system if required a lot easier.,ui,0.000697851,7,0,people approved,,0.639999986,0
